Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Total Units Sold BOM,Total Units Sold EOM,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Monthly Sales,Profile Available,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,,,,1.04,,,79,80,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,10/1/2024,1,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAfPc000001DUCbKAO,Midland/Terraces SF,Estridge Homes,,Active,,,Detached,Single-Family,4293,53,53x81,7/1/2024,,21,12,9,5/7/2026,0.54,2.00,1.33,0.75,2040,2040,2040,534000.00,534000.00,534000.00,5/7/2026,338.00,,,,,,0,1,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-terraces/14711/,,f309aca7-c2a2-4da2-8e5d-680861241151,10/1/2024,1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001Qeu9CAC,Fields at Sugar Creek,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,14040,90,90x156,2/29/2024,,111,29,82,5/8/2026,1.09,0.67,0.50,0.83,1771,3388,2477,359900.00,454900.00,406545.45,5/8/2026,35.41,,,1.00,,,3,5,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/new-palestine/fields-at-sugar-creek,,3b774e9c-1799-43df-b851-251ba248823e,10/1/2024,2,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72423,-85.89985
aAf3x000001Ye5CCAS,Kimblewick/Keeneland,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,5980,46;65,46x130; 65x120,5/1/2021,,159,157,2,5/6/2026,2.58,3.67,3.00,2.33,1504,1504,1504,369990.00,369990.00,369990.00,5/6/2026,262.00,,,1.00,,Active Adult,114,114,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,10/1/2024,0,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf3x000001WdR1CAK,Grantham,David Weekley Homes,,Active,,,Detached,Single-Family,9750,75;80,75x130; 80x130,8/6/2022,,107,88,19,4/13/2026,1.97,3.33,3.33,2.42,2087,2990,2630,557990.00,646990.00,603290.00,4/13/2026,55.83,,,1.00,,,50,50,(317) 432-4681,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/fishers/grantham,,d3832287-5aef-4195-8dd7-ef7b3f715f75,10/1/2024,0,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; New Britton Elementary School,10; 7,Riverside Jr High,8,Fishers High School,10,,39.96160,-86.01752
aAfPc000000GNezKAG,Grand Vista/Venture,Lennar,,Active,,,Detached,Single-Family,8775,65;70,65x135; 70x135,8/31/2024,,124,45,79,4/27/2026,2.24,1.33,1.50,2.50,2736,3054,2895,402995.00,423995.00,413495.00,5/6/2026,52.08,,,1.00,,,1,2,(463) 600-5624,https://www.lennar.com/new-homes/indiana/indianapolis/greenwood/grand-vista/grand-vista-venture,,6dd2bce4-41e9-4333-b94f-10077d3f8e07,11/1/2024,1,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.59127,-86.04610
aAf3x000001WkacCAC,Trescott,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,12000,80,80x150; 80x157,6/10/2023,,281,85,196,5/13/2026,2.40,3.00,2.33,2.00,2323,3300,2934,384990.00,420990.00,402190.00,5/13/2026,45.00,,,1.08,,,45,48,(317) 316-3774,https://www.pulte.com/homes/indiana/indianapolis/plainfield/trescott-211017,,888e3e5d-b1b5-408c-8e74-d91efcd1c408,11/1/2024,3,True,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67374,-86.40810
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/28/2023,,62,42,20,5/7/2026,1.42,2.00,2.17,2.17,1771,2904,2338,334900.00,408900.00,375416.67,5/7/2026,50.00,,,1.00,,,12,14,(317) 345-4021,https://www.drhorton.com/indiana/indianapolis/camby/parks-at-decatur,,bfaf4785-e2e8-40c3-ab0c-be11be088269,11/1/2024,2,True,Non Active Adult,46113,Camby,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
aAf3x000001Ye57CAC,Kimblewick/Belmont,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,6760,52,52x130,5/1/2021,,225,205,20,5/4/2026,3.37,0.00,1.67,3.08,1646,1841,1744,435990.00,473990.00,454990.00,5/13/2026,277.00,,,1.00,,Active Adult,155,152,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,11/1/2024,-3,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAfPc000000JoBEKA0,Courtyards of Russell Oaks,EPCON Communities,,Active,,,Detached,Single-Family,6480,53;54,54x120; 53x118,5/4/2024,,140,102,38,5/29/2026,4.07,5.00,4.17,3.75,1576,2832,2126,539900.00,771900.00,614566.67,5/29/2026,275.00,,,1.00,,,26,30,(317) 824-9659,https://www.epconcommunities.com/find-your-home/communities/indiana/indianapolis/boone/zionsville/the-courtyards-of-russell-oaks,,62d65770-621b-46a6-bb61-2ad83b08ded7,11/1/2024,4,True,Non Active Adult,46077,Zionsville,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Zionsville Community Schools,Stonegate Elementary; Zionsville West Middle School,8; 8,Zionsville West Middle School,8,Zionsville Community High School,10,,39.94980,-86.29671
aAfPc000000nGvHKAU,Grayson,M/I Homes,,Active,,,Detached,Single-Family,7260,60,60x121; 60x120,8/1/2024,,93,48,45,5/15/2026,2.22,3.00,2.17,1.75,1615,2802,2252,313990.00,349990.00,326561.43,5/28/2026,63.33,,,0.93,,,9,13,(317) 775-1519,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/grayson?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,6c4eea83-1a02-4ffc-98a4-662ed354bc5e,11/1/2024,4,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.71021,-86.03761
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Detached,Single-Family,3720,40,40x93; 40x98; 40x189,9/1/2023,,78,52,26,4/17/2026,1.63,1.33,1.00,2.00,1722,2661,2093,343000.00,380500.00,362357.14,4/17/2026,99.10,,,2.16,,,18,20,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/plainfield/hobbs-station,,2425af2a-3561-440e-a89b-fd8504b7cb72,11/1/2024,2,True,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,Attached,Townhomes,4945,43,43x115,12/3/2022,,84,56,28,5/7/2026,1.35,3.67,2.67,2.25,1351,1715,1525,344900.00,367900.00,355650.00,5/7/2026,150.00,,,1.00,,Duplex/Duet,21,22,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/belle_crest/belle_crest/,,8cac07dd-cba4-4337-b148-7bd2119e5135,11/1/2024,1,True,Non Active Adult,46062,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAf3x000001QX5cCAG,Chatham Village/Executive Collection,David Weekley Homes,,Active,,,Detached,Single-Family,14250,95,95x150,10/1/2023,,50,42,8,5/9/2026,1.33,2.00,1.50,1.33,2502,3668,3154,870990.00,996990.00,951990.00,5/9/2026,75.00,,,1.10,,,15,17,(317) 669-8637,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/westfield/chatham-village-classic-series,,07127e3f-bfd3-4692-a991-f57ce54dca26,11/1/2024,2,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08057,-86.13476
aAf3x000001WYwsCAG,Trailside,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,8750,70;80,70x125; 80x127,1/1/2022,,181,145,36,5/29/2026,2.71,4.00,5.33,4.58,1503,3388,2372,343900.00,473900.00,399000.00,5/29/2026,75.00,,,1.00,,,74,76,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/whitestown/trailside,,5cf77575-1be5-4d7c-88d9-25aee099ad5a,11/1/2024,2,True,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,40.00540,-86.34623
aAfPc000001cr7ZKAQ,Briar Creek Estates/Ph 2,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,9800,70,70x140,11/1/2024,,37,25,12,5/29/2026,1.31,1.33,1.17,1.08,2423,3010,2717,349990.00,389990.00,369990.00,5/29/2026,,,,,,,0,2,(513) 901-4102,https://www.ryanhomes.com/new-homes/communities/10222120151555/indiana/whiteland/briarcreekestates,,c2259cff-3d46-406b-8452-7966edac0ee1,11/1/2024,2,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54531,-86.09131
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Detached,Single-Family,7598,58;75,58x131; 75x140; 75x134,10/1/2022,,137,58,79,4/6/2026,1.36,2.67,3.33,2.17,1436,3142,2246,350300.00,466300.00,408736.36,4/6/2026,53.66,,,,,,25,26,(219) 558-8080,https://www.olthofhomes.com/communities/central-indiana/brownsburg/fairview-west,,8a65a40d-edbe-47cb-b7cf-eb01a462bbf0,11/1/2024,1,True,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001QWMGCA4,Haven Ponds,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8775,65,65x135; 65x137,10/14/2023,,245,114,131,5/12/2026,3.65,7.00,3.83,3.33,1801,3310,2531,359995.00,445995.00,392295.00,5/12/2026,,,,,,,40,47,(317) 953-5232,https://silverthornehomes.com/neighborhoods/indiana/mccordsville/haven-ponds,,61d79a25-447b-480b-9776-f37897b0cb23,11/1/2024,7,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.92797,-85.89899
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,14535,85,85x171; 85x142,8/16/2023,,167,83,84,3/23/2026,2.63,0.67,0.50,2.00,2001,3310,2565,362995.00,436995.00,391828.33,3/24/2026,,,,,,,48,51,(317) 953-5232,https://silverthornehomes.com/neighborhoods/indiana/greenwood/scottsdale-estates,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,11/1/2024,3,True,Non Active Adult,46143,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8450,60;65,65x130; 60x169,1/20/2024,,205,148,57,5/21/2026,5.23,8.00,5.67,4.33,1613,2961,2223,306995.00,368995.00,337661.67,5/21/2026,,,,,,,56,58,(317) 707-4553,https://yourarborhome.com/neighborhoods/indianapolis-metro/greenwood/scottsdale-estates-arbor-series,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,11/1/2024,2,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAfPc000000EW9hKAG,Manors at Avon/Designer,Fischer Homes,,Active,,,Detached,Single-Family,9563,73,73x131,7/26/2024,,26,24,2,5/10/2026,1.11,0.33,0.83,1.17,2069,3517,2676,465990.00,563990.00,505990.00,5/25/2026,58.33,,,,,,0,0,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/909/manors-at-avon/,,befe5766-4e31-4d29-9560-e6776b920d72,11/1/2024,0,True,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.78371,-86.40136
aAfPc000000CGcLKAW,Summerton/Summerton Cornerstone,Lennar,,Active,,,Detached,Single-Family,9100,65,65x140,1/20/2024,,116,113,3,4/24/2026,4.12,0.00,0.00,4.17,2974,3488,3257,506995.00,516995.00,512328.33,4/24/2026,68.75,,,0.63,,,47,49,(317) 938-4950,https://www.lennar.com/new-homes/indiana/indianapolis/mccordsville/summerton,,525093fc-ff43-4be1-a0ca-d262182b043b,11/1/2024,2,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91468,-85.90628
aAf3x000001QKUpCAO,Vintners Park Estates,Drees Homes,,Active,,,Detached,Single-Family,15200,95;120,95x160; 120x225,2/24/2023,,80,67,13,5/19/2026,1.71,2.33,2.00,2.33,2284,3850,2937,634900.00,767900.00,677800.00,5/19/2026,58.33,,,1.00,,,32,34,(317) 747-3437,https://www.dreeshomes.com/custom-homes/indianapolis/community/vintners_park/vintners_park_estates/,,0b685fcc-0d59-4630-b19e-9236368113a7,11/1/2024,2,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91338,-85.92927
aAf3x000001WjZmCAK,Monon Corner/Arbor,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,7500,60,60x125,6/10/2022,,157,155,2,5/10/2026,3.26,0.33,1.17,2.58,1613,3198,2345,355995.00,420995.00,392176.82,5/10/2026,,,,0.89,,,114,113,(317) 674-7622,https://www.yourarborhome.com/neighborhoods/indiana/westfield/monon-corner-arbor-series?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=monon-corner-arbor-series,,aaf5cec1-d25d-42f5-b025-4b0dbce7f71d,11/1/2024,-1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.08126,-86.16478
aAfPc000000SpUDKA0,Pebble Brook Crossing,Drees Homes,,Active,,,Detached,Single-Family,9450,70,70x135,9/22/2024,,76,54,22,5/20/2026,2.69,1.00,1.00,1.58,2284,3334,2927,514200.00,621300.00,582422.22,5/20/2026,62.50,,,0.89,,,18,21,(317) 268-2988,https://www.dreeshomes.com/new-homes-indianapolis/noblesville-in/pebble-brook-crossing/pebble-brook-crossing/,,ec18c5c1-f77e-4b48-bd1b-7007645d596d,11/1/2024,3,True,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hazel Dell Elementary School,7,Noblesville West Middle School,9,Noblesville High School,10,,40.06461,-86.08762
aAf3x000001WTYFCA4,Brighton Knoll,Fischer Homes,,Active,,,Detached,Single-Family,12628,77,77x164,2/23/2024,,49,43,6,5/10/2026,1.60,0.67,0.83,1.58,1621,3029,2411,424990.00,532990.00,485240.00,4/14/2026,,,,0.82,,,20,21,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/834/brighton-knoll/,,689c34cb-27fe-4722-964c-8a89cf5dc902,11/1/2024,1,True,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenwood Community Sch Corp,Westwood Elementary School,7,Greenwood Middle School,7,Greenwood Community High School,6,,39.59754,-86.13526
aAfPc000000zk2jKAA,Bo-Mar Estates/ SF,Olthof Homes,,Active,,,Detached,Single-Family,9375,75;82,75x125; 82x125,6/20/2024,,85,18,67,5/23/2026,0.77,1.33,1.17,1.33,1965,3142,2484,399800.00,464200.00,434566.67,5/23/2026,147.00,58.33,,,,,0,0,(463) 466-7004,https://www.olthofhomes.com/communities/indianapolis/plainfield/bomar-estates,,f48ad488-f954-420d-9318-fa8f9c94cd57,11/1/2024,0,True,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAfPc000001HB9qKAG,Evergreen Estates/Venture,Lennar,,Active,,,Detached,Single-Family,7440,62,62x120,9/23/2024,,56,52,4,4/20/2026,2.73,3.00,2.83,2.83,2422,2736,2579,393995.00,413995.00,403995.00,4/20/2026,51.74,,,1.00,,,1,1,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/greenfield/evergreen-estates/evergreen-estates-venture?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_evergreen-estates-evergreen-estates-venture,,854eaada-80c3-412c-a65a-656691e3199b,11/1/2024,0,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81487,-85.74474
aAfPc000000zkkHKAQ,Bo-Mar Estates/ Duet TH,Olthof Homes,,Active,,,Attached,Townhomes,4400,40;45,40x110; 45x125,9/1/2024,,56,6,50,5/23/2026,0.29,0.00,0.67,0.42,1429,1609,1524,316300.00,328400.00,320833.33,5/23/2026,216.00,58.33,,,,Paired Homes; Townhomes,0,0,(463) 466-7004,https://www.olthofhomes.com/communities/indianapolis/plainfield/bomar-estates,,2f5cb00d-86ae-4ac4-866e-86f2c1d67252,11/1/2024,0,True,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72793,-86.36178
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,42.00,,,1.37,,,73,71,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,11/1/2024,-2,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Detached,Single-Family,7800,60;64,60x130; 64x130,3/6/2023,,177,102,75,5/18/2026,2.63,3.33,2.83,2.58,1603,3382,2669,312990.00,512490.00,410535.45,5/18/2026,55.00,,,1.00,,,50,51,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/hickory-run?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,2717a54a-40be-46cc-acb9-a5b891d7b356,11/1/2024,1,True,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/1/2023,,182,84,98,5/8/2026,2.75,1.67,1.67,2.25,1272,2904,1985,270900.00,354900.00,312566.67,5/8/2026,31.25,,,1.00,,,31,36,(812) 646-9389,https://www.drhorton.com/indiana/indianapolis/greenfield/brunsons-landing,,6c0591da-c4c2-480f-90c4-da1ec365552f,11/1/2024,5,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAf3x000001QbsiCAC,Colonnade/Cornerstone Series,Taylor Morrison,,Active,,,Detached,Single-Family,4400,40;43;50,40x110; 43x110; 50x130,9/1/2023,,48,19,29,5/23/2026,0.57,0.00,0.17,0.33,1896,2422,2152,366000.00,406000.00,386000.00,5/23/2026,50.00,,,1.08,,,9,9,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/mccordsville/colonnade-cornerstone,,5d449459-9303-4afd-a6c3-4709752f3b46,11/1/2024,0,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89076,-85.91252
aAfPc000000BqGDKA0,Colonnade/ Town Series,Taylor Morrison,,Active,,,Attached,Townhomes,2667,21,21x127,9/1/2023,,77,33,44,5/23/2026,1.00,1.33,1.00,1.00,2021,2817,2412,333000.00,373000.00,348000.00,5/23/2026,250.00,,,0.78,,,4,4,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/mccordsville/colonnade-townhome,,e21b8a0a-9455-403e-97ca-adc781a1d099,11/1/2024,0,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89157,-85.91249
aAfPc000000dJKnKAM,Timbers Cornerstone,Lennar,,Active,,,Detached,Single-Family,9100,65,65x140,3/31/2024,,136,76,60,5/25/2026,2.91,4.00,2.17,2.67,2225,3488,3004,492995.00,529995.00,518245.00,5/25/2026,60.00,,,1.00,,,30,36,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/noblesville/the-timbers/timbers-cornerstone?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_the-timbers-timbers-cornerstone,,e10f7292-ada2-4a70-86a4-04b63b6d46b9,11/1/2024,6,True,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAfPc000000wYyzKAE,Hampton Walk/Paired,Fischer Homes,,Active,,,Attached,Townhomes,5040,35;36,36x140; 35x140,8/25/2023,,42,36,6,5/10/2026,1.10,1.00,0.83,1.17,1247,2157,1771,268990.00,324990.00,296240.00,4/29/2026,247.50,,,1.00,,Paired Homes; Townhomes,17,17,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,1d67df0c-a50e-48cf-8519-cd795b84c542,11/1/2024,0,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAf3x000001QfKWCA0,Colonnade Estates,Beazer Homes,,Active,,,Detached,Single-Family,9520,68;80,68x140; 80x140; 80x145,6/24/2024,,133,42,91,5/1/2026,1.87,4.00,3.33,2.08,2193,3456,2750,424990.00,535990.00,470156.67,5/4/2026,50.00,,,1.00,,,7,8,(317) 835-8066,https://www.beazer.com/indianapolis-IN/colonnade/?LeadSourceID=4&utm_campaign=aggregator&utm_source=NewHome Source&utm_medium=listing,,5d449459-9303-4afd-a6c3-4709752f3b46,11/1/2024,1,True,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88600,-85.90997
