Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Avg. List Price,Profile Available,Active Adult,ZIP Code,City,County,County Code,State,CBSA,CBSA Code,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAfPc000000wYyzKAE,Hampton Walk/Paired,Fischer Homes,,Active,,,Attached,Townhomes,5040,35;36,36x140; 35x140,8/25/2023,,42,36,6,5/10/2026,1.10,1.00,0.83,1.17,1247,2157,1771,268990.00,324990.00,296240.00,4/29/2026,3.25,,Fixed Interest Rate,3.00,,Base Price,3.25,,Fixed Interest Rate,247.50,,,1.00,,Paired Homes; Townhomes,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/882/hampton-walk/,,1d67df0c-a50e-48cf-8519-cd795b84c542,3/1/2025,278990,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88787,-85.91986
aAfPc000001FPdRKAW,Parkrose/Paired,Fischer Homes,,Active,,,Attached,Townhomes,4284,34;54,34x126; 54x144,1/11/2025,,38,10,28,5/10/2026,0.62,1.33,0.83,0.67,1247,1247,1247,232990.00,232990.00,232990.00,5/28/2026,3.25,,Financing Benefit,3.00,,Base Price,3.25,,Fixed Interest Rate,,,,,,Paired Homes,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/925/parkrose/,,c598a82e-add0-4789-8e38-9ae542a1f8c5,1/1/2025,269990,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAfPc000001tIADKA2,Emerald Preserve,Fischer Homes,,Active,,,Detached,Single-Family,7500,60,60x125,1/1/2026,,74,1,73,5/10/2026,0.23,0.33,,,1419,3517,2369,320990.00,481990.00,393190.00,5/15/2026,,,Reduced Closing Costs,,,,,40000.00,Reduced Closing Costs,,,,,,,317-348-4135,https://www.fischerhomes.com/find-new-homes/indianapolis/in/communities/956/emerald-preserve,,a60e47fb-c777-4667-8616-d72dfa69cfd6,3/1/2026,393190,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69260,-85.99509
aAf3x000001Qf83CAC,Hobbs Station,Taylor Morrison,,Active,,,Detached,Single-Family,3720,40,40x93; 40x98; 40x189,9/1/2023,,78,52,26,4/17/2026,1.63,1.33,1.00,2.00,1722,2661,2093,343000.00,380500.00,362357.14,4/17/2026,3.75,,Fixed Interest Rate,3.00,,Base Price,3.75,,Financing Benefit,99.10,,,2.16,,,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/plainfield/hobbs-station,,2425af2a-3561-440e-a89b-fd8504b7cb72,9/1/2024,353916,True,Non Active Adult,46168,Plainfield,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,Cedar Elementary School; Avon Intermediate School West,7; 7,Avon Middle School South,10,Avon High School,10,,39.72184,-86.35653
aAf3x000001QbsnCAC,Quail West,Taylor Morrison,,Active,,,Detached,Single-Family,8400,60,60x140,7/3/2023,,76,42,34,5/1/2026,1.22,1.00,1.00,1.17,1586,2056,1786,292990.00,326990.00,308390.00,5/1/2026,3.75,,Fixed Interest Rate,3.00,,Base Price,3.75,,Fixed Interest Rate,45.83,,,2.37,,Paired Homes,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/danville/quail-west,,46be84a5-1456-4dfa-9f40-a23de4a1d5f4,7/1/2024,303834,True,Non Active Adult,46122,Danville,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Danville Community School Corp,Danville Middle School; South Elementary School,8; 7,Danville Middle School,8,Danville Community High School,8,,39.76581,-86.48512
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,2.99,,Fixed Interest Rate,3.00,,Base Price,,2500.00,Reduced Closing Costs,,,,1.04,,,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,9/1/2023,290595,True,Non Active Adult,46131,Franklin,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAfPc000001fCsvKAE,Courtyards of Cielo Ranch,EPCON Communities,,Active,,,Detached,Single-Family,6480,54,54x120,6/29/2025,,80,31,49,4/25/2026,3.11,2.00,2.00,,1576,2832,2052,514900.00,788345.00,651601.67,4/25/2026,,,,,,,,,Miscellaneous,,,,,,Active Adult,317-342-1969,https://www.epconcommunities.com/find-your-home/communities/indiana/indianapolis/hamilton/westfield/the-courtyards-of-cielo-ranch,,91583f1e-5e29-4f77-8a41-30c2c74e1081,10/1/2025,582900,True,Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Oak Trace Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02250,-86.13990
aAfPc000001DUCbKAO,Midland/Terraces SF,Estridge Homes,,Active,,,Detached,Single-Family,4293,53,53x81,7/1/2024,,21,12,9,5/7/2026,0.54,2.00,1.33,0.75,2040,2040,2040,534000.00,534000.00,534000.00,5/7/2026,6.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,338.00,,,,,,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-terraces/14711/,,f309aca7-c2a2-4da2-8e5d-680861241151,4/1/2025,508000,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAfPc000001FoAPKA0,Copperleaf at Finch Creek,Lennar,,Active,,,Detached,Single-Family,8505,63,63x135,7/20/2025,,290,49,241,3/30/2026,5.83,11.00,5.83,,2011,3054,2537,406995.00,474995.00,442395.00,5/25/2026,,,Fixed Interest Rate,,,,,,Fixed Interest Rate,,,,,,,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/noblesville/copperleaf-at-finch-creek,,62a4d122-b517-4b94-9600-1a113f0d5be6,9/1/2025,444795,True,Non Active Adult,46060,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.02172,-85.93493
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,,,No Incentives Confirmed,3.00,,Final Price,,,No Incentives Confirmed,37.50,,,1.00,,,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,2/1/2025,350656,True,Non Active Adult,46163,New Palestine,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAfPc000001cr7ZKAQ,Briar Creek Estates/Ph 2,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,9800,70,70x140,11/1/2024,,37,25,12,5/29/2026,1.31,1.33,1.17,1.08,2423,3010,2717,349990.00,389990.00,369990.00,5/29/2026,,48000.00,Financing Benefit,,,,,48000.00,Financing Benefit,,,,,,,(513) 901-4102,https://www.ryanhomes.com/new-homes/communities/10222120151555/indiana/whiteland/briarcreekestates,,c2259cff-3d46-406b-8452-7966edac0ee1,5/1/2025,379990,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54531,-86.09131
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,2.63,,Fixed Interest Rate,3.00,,Final Price,2.63,,Fixed Interest Rate,255.00,,,0.89,,Townhomes,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,10/1/2024,319895,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Detached,Single-Family,17600,110,110x160,5/27/2019,,23,22,1,5/25/2026,0.26,1.33,0.67,0.33,2700,4966,3819,969900.00,1345900.00,1117600.00,5/25/2026,,,No Incentives Confirmed,3.00,,Final Price,,,No Incentives Confirmed,500.00,,,0.80,,,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,7/1/2023,921275,True,Non Active Adult,46077,Zionsville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Detached,Single-Family,17600,110,110x160,5/27/2019,,23,22,1,5/25/2026,0.26,1.33,0.67,0.33,2700,4966,3819,969900.00,1345900.00,1117600.00,5/25/2026,,,No Incentives Confirmed,3.00,,Final Price,,,No Incentives Confirmed,500.00,,,0.80,,,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,11/1/2022,921275,True,Non Active Adult,46077,Zionsville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,10075,65,65x155; 65x126; 65x125,8/7/2020,,235,233,2,5/10/2026,3.34,1.33,1.17,1.67,1354,3198,2233,263995.00,349995.00,311904.09,5/10/2026,2.99,,Fixed Interest Rate,3.00,,Base Price,,500.00,Financing Benefit,50.00,,,0.87,,,(317) 622-1493,https://yourarborhome.com/neighborhoods/indianapolis/greenfield/heron-creek,,3863fac4-f22a-4c15-9de1-bf9e461d7f21,3/1/2025,311904,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,14535,85,85x171; 85x142,8/16/2023,,167,83,84,3/23/2026,2.63,0.67,0.50,2.00,2001,3310,2565,362995.00,436995.00,391828.33,3/24/2026,,3000.00,Reduced Closing Costs,3.00,,Base Price,,3000.00,Reduced Closing Costs,,,,,,,(317) 953-5232,https://silverthornehomes.com/neighborhoods/indiana/greenwood/scottsdale-estates,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,3/1/2025,387995,True,Non Active Adult,46143,Bargersville,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,,10000.00,Reduced Closing Costs,3.00,,Base Price,,5000.00,Design Credit/Incentive,53.16,,,1.00,,,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,12/1/2022,382790,True,Non Active Adult,46259,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001QWoMCAW,Lakes at Grantham,David Weekley Homes,,Active,,,Detached,Single-Family,12150,90,90x135; 90x140,11/1/2023,,91,47,44,5/29/2026,1.51,2.00,1.67,1.25,2832,3083,2958,701990.00,798990.00,750490.00,5/29/2026,4.00,,Miscellaneous,3.00,,Base Price,4.00,,Price Discount/Savings,55.83,,,,,,(765) 516-6924,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/fishers/the-lakes-at-grantham,,d3832287-5aef-4195-8dd7-ef7b3f715f75,12/1/2025,751323,True,Non Active Adult,46040,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.95471,-85.87900
aAf3x000001WTYmCAO,Silo Ridge/Villas,M/I Homes,,Active,,,Attached,Townhomes,5850,45,45x130,6/24/2023,,100,71,29,5/15/2026,2.02,,0.33,1.00,1495,1716,1613,322990.00,344990.00,333323.33,5/15/2026,4.88,4000.00,Reduced Closing Costs,3.00,,Final Price,,,No Incentives Confirmed,250.83,,,1.00,,Paired Homes,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/noblesville/silo-ridge/series/villas,,92643288-bf11-496c-94be-29447ab7e2a1,1/1/2025,329323,True,Non Active Adult,46060,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001WkacCAC,Trescott,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,12000,80,80x150; 80x157,6/10/2023,,281,85,196,5/13/2026,2.40,3.00,2.33,2.00,2323,3300,2934,384990.00,420990.00,402190.00,5/13/2026,4.99,,No Incentives Confirmed,2.00,,Final Price,,50000.00,Financing Benefit,45.00,,,1.08,,,(317) 316-3774,https://www.pulte.com/homes/indiana/indianapolis/plainfield/trescott-211017,,888e3e5d-b1b5-408c-8e74-d91efcd1c408,1/1/2026,402190,True,Non Active Adult,46168,Plainfield,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67374,-86.40810
aAf3x000001QbLDCA0,Lone Pine Farms/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7125,57,57x125,12/13/2023,,258,62,196,5/14/2026,2.11,1.00,1.00,1.83,1503,2904,2075,335900.00,412900.00,365775.00,5/14/2026,3.00,,Fixed Interest Rate,3.00,,Final Price,3.00,,Fixed Interest Rate,47.92,,,1.00,,,(317) 617-0773,https://www.drhorton.com/indiana/indianapolis/greenwood/lone-pine-farms,,1b4c0cb3-61e9-4e08-8176-cf3a7b394a10,4/1/2026,365775,True,Non Active Adult,46143,Greenwood,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.56209,-86.14764
aAf3x000001WbpECAS,Preserve at Brookside,Bridgenorth Homes,,Active,,,Detached,Single-Family,,,,2/14/2024,,98,5,93,5/22/2026,0.18,,,,1445,2066,1696,358490.00,419990.00,382490.00,5/22/2026,,,No Incentives Confirmed,3.00,,Final Price,,,Design Credit/Incentive,275.00,,,0.74,,,(623) 383-0526,https://www.bridgenorthhomes.com/community/the-preserve-at-brookside/,,,6/1/2024,392156,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91258,-85.92031
aAfPc0000019MldKAE,Courtyards of TowneRun,EPCON Communities,,Active,,,Attached,Townhomes,2800,28,28x100,5/27/2025,,40,9,31,5/28/2026,0.74,1.33,1.33,0.75,1349,1420,1385,374900.00,389900.00,382400.00,5/28/2026,,,Financing Benefit,,,,,,Miscellaneous,,,,,,Townhomes,(463) 287-5195,https://www.epconcommunities.com/find-your-home/communities/indiana/indianapolis/hamilton/westfield/the-courtyards-of-townerun,,8af078dc-e907-460f-a01f-c01d14a91a8d,7/1/2025,382400,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02155,-86.19552
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,Detached,Single-Family,11600,80;120,80x145; 120x194,6/21/2025,,14,5,9,5/1/2026,0.48,0.33,0.33,,2284,3252,2747,521900.00,667900.00,581677.78,5/1/2026,,,Fixed Interest Rate,3.00,,Base Price,,,Fixed Interest Rate,50.00,,,1.00,,,(4400) 467-3656,https://www.dreeshomes.com/new-homes-indianapolis/mccordsville-in/comm-colonnade/colonnade,,5d449459-9303-4afd-a6c3-4709752f3b46,10/1/2025,539900,True,Non Active Adult,46055,Mccordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAfPc000001RqDMKA0,Rockport,M/I Homes,,Active,,,Detached,Single-Family,9750,75,75x130,5/24/2025,,48,39,9,5/22/2026,3.23,4.33,2.67,3.08,2070,3382,2843,436990.00,589490.00,525490.00,5/22/2026,2.88,,Fixed Interest Rate,3.00,,Base Price,,1000.00,Miscellaneous,70.83,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/mccordsville/rockport?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,b9ed26a2-309d-4504-9c36-befee7d82139,9/1/2025,519490,True,Non Active Adult,46055,Vernon,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91552,-85.92644
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,,,No Incentives Confirmed,3.00,,Final Price,,,No Incentives Confirmed,37.50,,,1.00,,,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,6/1/2023,348490,True,Non Active Adult,46163,New Palestine,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAfPc000000CGcKKAW,Summerton/Summerton Ranch,Lennar,,Active,,,Detached,Single-Family,8100,60,60x135,6/22/2024,,171,143,28,4/24/2026,6.41,3.33,4.50,6.58,1800,2225,2040,373995.00,422995.00,403661.67,5/23/2026,5.00,,Fixed Interest Rate,3.00,,Final Price,3.00,,No Incentives Confirmed,198.75,130.00,,1.00,,,(317) 938-4950,https://www.lennar.com/new-homes/indiana/indianapolis/mccordsville/summerton,,525093fc-ff43-4be1-a0ca-d262182b043b,1/1/2025,400495,True,Non Active Adult,46055,McCordsville,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91468,-85.90628
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,4.75,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,42.00,,,1.37,,,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,2/1/2026,316150,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,Detached,Single-Family,3990,42;46;77,42x95; 46x120; 77x165,3/1/2023,,373,173,200,5/7/2026,4.48,11.67,9.50,7.92,1758,3899,2670,504900.00,1027900.00,749196.30,5/7/2026,3.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,103.00,,,,,,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/midland/9349/,,7a68f9e9-8baf-49c5-880c-b2fd5d2fa9ff,7/1/2025,712742,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAfPc000000ziSLKAY,Flora/Duet TH,Onyx+East,,Upcoming,,,Attached,Townhomes,280,10,10x28,,,16,,16,,,,,,2327,2327,2327,624900.00,624900.00,624900.00,5/15/2026,,,No Incentives Confirmed,2.50,,Final Price,,,No Incentives Confirmed,185.00,,,1.00,,Duplex/Duet; Townhomes,(317) 559-0169,https://www.onyxandeast.com/property/flora/,,f7e183f2-fb0c-4b47-a9dd-0ab15241e235,2/1/2026,624900,True,Non Active Adult,46290,Carmel,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,4.50,,Financing Benefit,,2000.00,Flat,,20000.00,Design Credit/Incentive,130.00,,,1.04,,,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,3/1/2025,299190,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,Attached,Townhomes,4945,43,43x115,12/3/2022,,84,56,28,5/7/2026,1.35,3.67,2.67,2.25,1351,1715,1525,344900.00,367900.00,355650.00,5/7/2026,5.99,,Fixed Interest Rate,3.00,,Base Price,5.99,,Fixed Interest Rate,150.00,,,1.00,,Duplex/Duet,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/belle_crest/belle_crest/,,8cac07dd-cba4-4337-b148-7bd2119e5135,4/1/2024,357500,True,Non Active Adult,46062,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,4.50,,Financing Benefit,,2000.00,Flat,,20000.00,Design Credit/Incentive,130.00,,,1.04,,,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,1/1/2026,286490,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf3x000001QWY8CAO,Scottsdale Estates,Silverthorne Homes,Clayton Properties Group,Active,,,Detached,Single-Family,14535,85,85x171; 85x142,8/16/2023,,167,83,84,3/23/2026,2.63,0.67,0.50,2.00,2001,3310,2565,362995.00,436995.00,391828.33,3/24/2026,,3000.00,Reduced Closing Costs,3.00,,Base Price,,3000.00,Reduced Closing Costs,,,,,,,(317) 953-5232,https://silverthornehomes.com/neighborhoods/indiana/greenwood/scottsdale-estates,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,3/1/2026,391828,True,Non Active Adult,46143,Bargersville,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Center Grove Com Sch Corp,Sugar Grove Elementary School,6,Center Grove Middle School North,8,Center Grove High School,10,,39.59260,-86.13997
